N S BAAZAR
Phone No: 7002445877


Stock Summary Report
Dated: 09/11/2018 - 15/04/2027
Total Stock Value: 3528266679.44
Total Stock Quantity: 40230384.78569999 PCS


Name,Batch No.,Item Code,Purchase Price,Selling Price,Stock Quantity,Stock Value,Item Category Name,MRP,SALES PRICE WITH TAX
LAL HORLICKS BURFI 200 GM,,8906020492943,135.0,160.0,1.0 PCS,135.0,"",220.0,""
LAL SHAHI MYSORE PAK 200 GM,,8906020491946,140.0,179.0,2.0 PCS,280.0,"",225.0,""
LAUNG LOOSE 1 KG,,"",950.0,2000.0,-0.715 PCS,-679.25,"",0.0,""
LAVIAN CAKE 15GM,,"",4.2,5.0,15.0 PCS,63.0,"",5.0,""
LAVIAN CHOCO CAKE 15GM,,"",4.2,5.0,80.0 PCS,336.0,"",5.0,""
LAYER'R SHOT GOLD 135 ML,,8906055790762,149.88,199.0,5.0 PCS,749.4,"",239.0,""
LAYER'R WOTTAGIRL HEAVEN 135 ML,,8906055790458,160.8,229.0,4.0 PCS,643.2,"",275.0,""
LAYER'R WOTTAGIRL MYSTIC 135 ML,,8906055790182,149.88,229.0,3.0 PCS,449.64,"",239.0,""
LAYS 20 GM,,8901491503044,8.0,10.0,8.0 PCS,64.0,"",10.0,""
LAYS 40 GM,,8901491101844,18.0,20.0,49.0 PCS,882.0,"",20.0,""
LAYS CHILE LIMON 20 GM,,8901491981538,8.04,10.0,0.0 PCS,0.0,"",10.0,""
LAYS CHLIE LIMON 48 GM,,8901491981552,16.07,20.0,0.0 PCS,0.0,"",20.0,""
LAYS CREAM & ONION 20 GM,,8901491503037,8.04,10.0,0.0 PCS,0.0,"",10.0,""
LAYS H&S 20 GM,,8901491503051,8.04,10.0,0.0 PCS,0.0,"",10.0,""
LAYS MAGIC MASALA 20 GM,,8901491503020,8.04,10.0,4.0 PCS,32.16,"",10.0,""
LAYS SIZZLIN HOT 40 GM,,8901491001809,16.07,20.0,0.0 PCS,0.0,"",20.0,""
LAYS SPANISH T T 40 GM,,8901491101820,16.7,20.0,0.0 PCS,0.0,"",20.0,""
LCD DRAWING PEN CASE,,"",135.0,170.0,3.0 PCS,405.0,"",300.0,""
LCD WRITING TABLET BIG,,"",145.0,180.0,1.0 PCS,145.0,"",300.0,""
LCD WRITING TABLET SMALL,,"",80.0,120.0,3.0 PCS,240.0,"",200.0,""
LEMON MAZAA,,8902268014978,17.0,20.0,2.0 PCS,34.0,"",20.0,""
LEMON MAZAA 32GM,,"",4.0,5.0,143.0 PCS,572.0,"",5.0,""
LIA AGARBATTI 53GM,,8901751017083,23.02,29.0,0.0 PCS,0.0,"",30.0,""
LIA CHANDANAM 100 GM,,8901751021141,37.3,50.0,-3.0 PCS,-111.9,"",55.0,""
LIA LAVENDER 100 GM,,8901751021172,37.3,50.0,0.0 PCS,0.0,"",55.0,""
LIA LILIUM 100 GM,,8901751021189,38.1,49.0,0.0 PCS,0.0,"",55.0,""
LIA PRAYER STICKS 100GM,,8901751021219,37.7,45.0,0.0 PCS,0.0,"",55.0,""
LIA PRAYER STICKS 16GM,,8901751011005,7.3,10.0,-14.0 PCS,-102.2,"",10.0,""
LIA SAMTRUPTI 100 GM,,8901751021233,37.3,50.0,0.0 PCS,0.0,"",55.0,""
LIA SEA SHORE,,8901751026290,40.0,50.0,0.0 PCS,0.0,"",55.0,""
LICKABLES 20 GM,,7622202335518,37.83,50.0,0.0 PCS,0.0,"",50.0,""
LICKS ORANGE 150 GM,,8901928091755,26.48,34.0,0.0 PCS,0.0,"",35.0,""
LIFEBOY EX.P.D 44 GM,,8909106047051,8.66,10.0,21.0 PCS,181.86,"",10.0,""
LIFEBOY EXPERT DEFENCE 125 GM,,8909106040120,86.31,109.0,0.0 PCS,0.0,"",110.0,""
LIFEBOY H.W 80 ML,,8901030904455,23.11,30.0,0.0 PCS,0.0,"",30.0,""
LIFEBOY H.W BIG 675 ML,,8901030998171,153.31,189.0,1.0 PCS,153.31,"",199.0,""
LIFEBOY HANDWASH SMALL 190+185 ML,,8901030904486,76.27,96.0,5.0 PCS,381.35,"",99.0,""
LIFEBOY LEMON=ALOE 44 GM,,8909106031401,7.85,10.0,3.0 PCS,23.55,"",10.0,""
LIFEBOY NEEM PROTECT 675 ML,,8901030998188,167.95,209.0,0.0 PCS,0.0,"",218.0,""
LIFEBOY NEEM SOAP 41G 41 GM,,8901030916366,7.85,10.0,10.0 PCS,78.5,"",10.0,""
LIFEBOY TERMERIC SOAP 41 GM,,8901030916328,7.85,10.0,1.0 PCS,7.85,"",10.0,""
LIFEBOY WITH VITAMINS 41 GM,,8909106066502,8.66,10.0,316.0 PCS,2736.56,"",10.0,""
LIFEBOY WITH VITAMINS 41 GM,,8909106006713,7.85,10.0,5.0 PCS,39.25,"",10.0,""
LIFEBUOY E D SOAP SET 500 GM,,8909106078710,88.18,110.0,8.0 PCS,705.44,"",120.0,""
LIFEBUOY E D SOAP SET 500 GM,,8909106066854,97.0,95.0,75.0 PCS,7638.75,"",100.0,""
LIFEBUOY LEMON ALOE FRESH 500 GM,,8909106031432,105.93,129.0,0.0 PCS,0.0,"",135.0,""
LIFEBUOY NEEM H WASH 185 ML,,8901030924590,92.45,110.0,0.0 PCS,0.0,"",120.0,""
LIFREE L10,,8903622004314,318.66,379.0,5.0 PCS,1593.3,"",550.0,""
LIFREE M10,,8903622004420,293.0,369.0,6.0 PCS,1758.0,"",520.0,""
LILLIPUT SAMOSA 200 GM,,820294006607,55.0,60.0,0.0 PCS,0.0,"",65.0,""
LIMCA 250 ML,,8901764052910,17.5,19.0,20.0 PCS,350.0,"",20.0,""
LIPTON GREEN CLEAR LIGHT 100 GM,,8901030987397,147.19,160.0,14.0 PCS,2060.66,"",170.0,""
LIPTON GREEN CLEAR LIGHT 32.5,,8901030962226,164.5,172.0,6.0 PCS,987.0,"",190.0,""
LIPTON GREEN HONEY LEMON 32.5,,8901030779640,164.5,172.0,3.0 PCS,493.5,"",190.0,""
LIPTON GREEN TEA CLEAR & LIGHT 250 GM,,8901030987403,354.98,389.0,2.0 PCS,709.96,"",410.0,""
LIPTON GREEN TEA HNY LMN 25 NOS,,8901030779282,164.5,180.0,22.0 PCS,3619.0,"",190.0,""
LIPTON GREEN TEA TULSI NATURA 25 STB,,8901030779312,164.5,172.0,0.0 PCS,0.0,"",190.0,""
LIRIL COOLING MINT 250 ML,,8901030729331,169.49,200.0,0.0 PCS,0.0,"",220.0,""
LIRIL LIME 75G 75 GM,,8909106032958,22.05,27.0,103.0 PCS,2271.15,"",27.0,""
LIRIL LIME FRESH 100 GM,,8909106032972,33.26,40.0,37.0 PCS,1230.62,"",41.0,""
LITCHI DRINK 100 ML,,840205719198,7.99,10.0,181.0 PCS,1446.19,"",10.0,""
LITE CHIWDA 150G 150 GM,,8904063252517,31.0,37.0,2.0 PCS,62.0,"",38.0,""
LITTLE FEEDING BOTTLE 120 ML,,8904026630154,77.19,89.0,0.0 PCS,0.0,"",95.0,""
LITTLE FEEDING BOTTLE 240 ML,,8904026630147,86.94,99.0,6.0 PCS,521.64,"",105.0,""
LITTLE PANTS L30,,8904026646179,220.95,279.0,4.0 PCS,883.8,"",399.0,""
LITTLE PANTS NB11,,8904026649620,61.79,79.0,0.0 PCS,0.0,"",95.0,""
LITTLE PANTS XL 26,,8904026646186,233.33,279.0,6.0 PCS,1399.98,"",399.0,""
LITTLE PANTS XL 7,,8904026649637,61.61,79.0,1.0 PCS,61.61,"",95.0,""
LITTLE SILICONE NIPPLE 1 PC,,8904026629912,21.43,28.0,10.0 PCS,214.3,"",30.0,""
LITTLES 34N 34N,,8904026646162,233.33,279.0,3.0 PCS,699.99,"",399.0,""
LITTLES PANT S40,,8904026646155,233.33,279.0,6.0 PCS,1399.98,"",399.0,""
LITTLES PANTS M9 9N,,8904026643710,61.61,79.0,2.0 PCS,123.22,"",95.0,""
LITTLES PANTS S10 10N,,8904026643703,61.61,79.0,1.0 PCS,61.61,"",95.0,""
LITTLES PANTS XXL 16N,,8904026652286,233.33,279.0,7.0 PCS,1633.31,"",399.0,""
LITTLES WIPES 72 N,,8904026653863,49.52,79.0,5.0 PCS,247.6,"",99.0,""
LITTLES WIPES 72N,,8904026636699,47.62,85.0,24.0 PCS,1142.88,"",99.0,""
LIVON SERUM 100ML 100 ML,,8901088200066,148.92,249.0,8.0 PCS,1191.36,"",350.0,""
LIVON SERUM 20ML 20 ML,,8901088201889,52.5,63.0,9.0 PCS,472.5,"",70.0,""
LIVON SERUM 50ML 50 ML,,8901088200073,103.86,149.0,4.0 PCS,415.44,"",175.0,""
LIZOL 200 ML,,8901396147008,36.0,39.0,0.0 PCS,0.0,"",45.0,""
LIZOL 500ML 500 ML,,8901396112006,91.53,119.0,0.0 PCS,0.0,"",123.0,""
LIZOL CITRUS 200 ML,,8901396146001,36.98,46.0,4.0 PCS,147.92,"",48.0,""
LIZOL DISINFECTANT CLEANER 1 LTR,,8901396136019,185.73,236.0,1.0 PCS,185.73,"",246.0,""
LIZOL FLOOR CLEANER 500 ML,,8901396117407,91.44,115.0,0.0 PCS,0.0,"",123.0,""
LIZOL FLORAL SURFACE CLEANER 2 LTR,,8901396116004,385.05,480.0,3.0 PCS,1155.15,"",510.0,""
LIZOL FLORAL SURFACE CLEANER 625 ML,,8901396146803,126.29,160.0,1.0 PCS,126.29,"",169.0,""
LIZOL ROSE 450 ML,,8901396149200,45.19,65.0,14.0 PCS,632.66,"",69.0,""
LIZOL SHAKTI AQUA FRESH 450 ML,,8901396149101,45.19,59.0,4.0 PCS,180.76,"",69.0,""
LIZOL SURFACE CLEANER 2 LTR,,8901396115007,385.05,480.0,6.0 PCS,2310.3,"",510.0,""
LIZOL SURFACE CLEANER 5 LTR,,8901396126027,739.31,930.0,2.0 PCS,1478.62,"",1129.0,""
LIZOL SURFACE CLEANER CITRUS 625 ML,,8901396146902,118.82,150.0,1.0 PCS,118.82,"",159.0,""
LOCAL DOI 100GM,,"",15.0,20.0,66.0 PCS,990.0,"",25.0,""
LOCAL DOI 250 GM,,"",40.0,50.0,12.0 PCS,480.0,"",60.0,""
LOCAL DOI 500 GM,,"",80.0,100.0,0.0 PCS,0.0,"",130.0,""
LOCAL KHEER 250 GM,,"",135.0,145.0,4.0 PCS,540.0,"",150.0,""
LOCAL MILK POUCH 500 ML,,"",35.0,40.0,1.0 PCS,35.0,"",45.0,""
LOCAL PANEER 200 GM,,"",100.0,110.0,4.0 PCS,400.0,"",150.0,""
LONG 105/- RI SAATHI 1230,,"",63.0,85.0,-11.0 PCS,-693.0,"",105.0,""
LONG 140/- PI SAATHI 1081,,"",84.0,115.0,4.0 PCS,336.0,"",140.0,""
LONG 160/- RI SAATHI 1080,,8902519310804,96.0,120.0,-10.0 PCS,-960.0,"",160.0,""
LONG 50/- PI SAATHI 1075,,"",30.0,40.0,24.0 PCS,720.0,"",50.0,""
LONG 50/- RI SAATHI 1074,,"",30.0,40.0,13.0 PCS,390.0,"",50.0,""
LONG 75/- PI SAATHI 1077,,"",45.0,60.0,24.0 PCS,1080.0,"",75.0,""
LONG 75/- RI SAATHI 1076,,"",45.0,60.0,10.0 PCS,450.0,"",75.0,""
LONG PEN 1 PC,,"",3.9,5.0,78.0 PCS,304.2,"",5.0,""
LONGTARAI RICEBREN OIL 1L,,8908020656233,130.0,139.0,122.0 PCS,15860.0,"",180.0,""
LONGTHARAI BAROBAKHAR 40 GM,,8906080981074,12.0,15.0,118.0 PCS,1416.0,"",18.0,""
LONGTHARAI CHILLI POWDER 100 GM,,8906080980121,30.38,40.0,130.0 PCS,3949.4,"",59.0,""
LONGTHARAI CHILLI POWDER 250 GM,,8906080980169,85.0,89.0,37.0 PCS,3145.0,"",142.0,""
LONGTHARAI CHILLI POWDER 50 GM,,8906080980138,15.19,20.0,101.0 PCS,1534.19,"",32.0,""
LONGTHARAI CHILLI POWDER 500 GM,,"",180.0,190.0,121.0 PCS,21780.0,"",275.0,""
LONGTHARAI DHANIA POWDER 100 GM,,8906080980329,25.0,29.0,134.0 PCS,3350.0,"",37.0,""
LONGTHARAI DHANIA POWDER 250 GM,,8906080980381,62.5,69.0,26.0 PCS,1625.0,"",90.0,""
LONGTHARAI DHANIA POWDER 50 GM,,8906080980336,12.5,15.0,466.0 PCS,5825.0,"",20.0,""
LONGTHARAI GARAM MASALA 50 GM,,8906080980428,36.0,40.0,67.0 PCS,2412.0,"",53.0,""
LONGTHARAI GHEE 100 ML,,8906080980701,85.0,90.0,98.0 PCS,8330.0,"",100.0,""
LONGTHARAI GHEE 200 ML,,8906080980718,158.0,165.0,50.0 PCS,7900.0,"",170.0,""
LONGTHARAI GHEE 50 ML,,8906080980695,45.0,50.0,126.0 PCS,5670.0,"",55.0,""
LONGTHARAI GHEE 500 ML,,8906080980725,350.0,370.0,21.0 PCS,7350.0,"",405.0,""
LONGTHARAI HALDI POWDER 100 GM,,8906080980022,21.91,29.0,71.0 PCS,1555.61,"",37.0,""
LONGTHARAI HALDI POWDER 250 GM,,8906080980404,57.5,65.0,60.0 PCS,3450.0,"",87.5,""
LONGTHARAI HALDI POWDER 50 GM,,8906080980077,10.95,15.0,100.0 PCS,1095.0,"",21.0,""
LONGTHARAI HALDI POWDER 500 GM,,8906080980053,125.0,130.0,54.0 PCS,6750.0,"",165.0,""
LONGTHARAI JEERA POWDER 100 GM,,8906080980220,50.0,57.0,371.0 PCS,18550.0,"",98.0,""
LONGTHARAI JEERA POWDER 250 GM,,8906080980312,125.0,135.0,160.0 PCS,20000.0,"",234.0,""
LONGTHARAI JEERA POWDER 40 GM,,8906080980282,19.6,29.0,233.0 PCS,4566.8,"",42.0,""
LONGTHARAI MEAT MASALA 50 GM,,8906080980497,35.0,40.0,65.0 PCS,2275.0,"",51.0,""
LONGTHARAI MUSTARD OIL BOTTLE 1 LTR,,Long M oil,170.0,179.0,17.0 PCS,2890.0,"",185.0,""
LONGTHARAI SABJEE MASALA 10 GM,,https://longtharai.in/,8.0,10.0,24.0 PCS,192.0,"",10.0,""
LONGTHARAI SOYABEAN OIL 750 GM,,8908020656165,130.0,140.0,146.0 PCS,18980.0,"",155.0,""
LONGTHARAI TEJ PATTA 25 GM,,8906080980534,8.0,10.0,263.0 PCS,2104.0,"",10.0,""
LONGTHEAI CHICKEN MASALA 50 GM,,8906080980510,35.0,40.0,2.0 PCS,70.0,"",51.0,""
LONGTHERAI CHAAT MASALA 10 GM,,8906080980275,8.0,10.0,59.0 PCS,472.0,"",10.0,""
LONGTHERAI GARAM MASALA 10 GM,,8906080981098,8.0,10.0,131.0 PCS,1048.0,"",10.0,""
LONGTHERAI KASHMIRI MIRCH 10 GM,,8906080981135,8.0,10.0,12.0 PCS,96.0,"",10.0,""
LONGTHERAI SHAHI PANEER MASALA 10 GM,,"",8.0,10.0,10.0 PCS,80.0,"",10.0,""
LONGTHERAI SPECIAL BIRIYANI 1 KG,,8908020656134,113.0,125.0,1.0 PCS,113.0,"",150.0,""
LOTTE CHOCO PIE 23 GM,,8901123001214,8.47,10.0,30.0 PCS,254.1,"",10.0,""
LOTTE PEPERO STICKS 14 GM,,8901123002433,16.0,20.0,3.0 PCS,48.0,"",20.0,""
LOTUS ALMOND NOURSHING LOTION 250 ML,,8063601163002,229.38,299.0,0.0 PCS,0.0,"",325.0,""
LOTUS ANTI TAN BODY LOTION 250 ML,,806360729250,243.5,299.0,1.0 PCS,243.5,"",345.0,""
LOTUS FACIAL FOAM 50 GM,,806360290507,134.0,169.0,0.0 PCS,0.0,"",185.0,""
LOTUS GEL CREME 18 GM,,8909250004856,71.05,89.0,1.0 PCS,71.05,"",99.0,""
LOTUS GEL CREME 35 GM,,806360008041,194.21,249.0,0.0 PCS,0.0,"",275.0,""
LOTUS GLOW & NOURISH GEL CREAM 60 GM,,8909250006409,118.5,150.0,5.0 PCS,592.5,"",165.0,""
LOTUS HYDRATE & GLOW 60 GM,,8909250006393,118.5,150.0,4.0 PCS,474.0,"",165.0,""
LOTUS JOJOBAWASH 80 GM,,806360560808,128.96,159.0,0.0 PCS,0.0,"",175.0,""
LOTUS NEEMWASH 80 GM,,806360530801,128.96,169.0,0.0 PCS,0.0,"",175.0,""
LOTUS NIGHT CREME 15 GM,,806360010099,71.71,89.0,0.0 PCS,0.0,"",99.0,""
LOTUS NIGHT CREME 40 GM,,806360270400,264.83,349.0,0.0 PCS,0.0,"",375.0,""
LOTUS OIL CONTROL 50 GM,,806360742501,137.57,179.0,0.0 PCS,0.0,"",190.0,""
LOTUS SAFE SUN MATTE GEL 15 GM,,8909250004771,71.05,95.0,3.0 PCS,213.15,"",99.0,""
LOTUS SAFF SUN 50GM,,8909250000452,370.0,399.0,5.0 PCS,1850.0,"",435.0,""
LOTUS SOOTHE & REPAIR 60 GM,,8909250006416,118.5,150.0,5.0 PCS,592.5,"",165.0,""
LOTUS SS SPF 20 50 GM,,8909250000421,165.96,209.0,4.0 PCS,663.84,"",235.0,""
LOTUS SS SPF 30 50 GM,,8909250000438,243.64,310.0,4.0 PCS,974.56,"",345.0,""
LOTUS SS SPF 40 50 GM,,806360680506,264.83,349.0,7.0 PCS,1853.81,"",375.0,""
LOTUS SS SPF 50 50 GM,,806360750506,307.2,399.0,5.0 PCS,1536.0,"",435.0,""
LOTUS STRAWBERRY SCRUB 80 GM,,806360550809,128.96,159.0,0.0 PCS,0.0,"",175.0,""
LOTUS W.G FACIAL FOAM 50 GM,,8909250000490,132.77,170.0,1.0 PCS,132.77,"",185.0,""
LOTUS WG BODY LOTION 270 ML,,806360623008,334.67,349.0,0.0 PCS,0.0,"",385.0,""
LOTUS WHITE GLOW 40 GM,,8909250000018,225.99,299.0,2.0 PCS,451.98,"",320.0,""
LOTUS WHITE GLOW 60 GM,,8909250004368,333.19,419.0,0.0 PCS,0.0,"",460.0,""
LOTUS WHITE GLOW GEL CREME 35 GM,,8909250004870,194.21,250.0,8.0 PCS,1553.68,"",275.0,""
LOTUS WHITE GLOW NIGHT CREME 40 GM,,8909250000001,275.42,330.0,10.0 PCS,2754.2,"",390.0,""
LOVE BITE 50 GM,,8906005610119,16.07,18.9,65.0 PCS,1044.55,"",20.0,""
LOVE BITE FRENCH VANILLA 45 GM,,8906005610386,16.07,20.0,146.0 PCS,2346.22,"",20.0,""
LUVIT GOODIES 140GM,,8906079010846,75.67,99.0,1.0 PCS,75.67,"",100.0,""
LUVLAP DIAPER L20 OFFER PACK L 20,,8904320047238,159.76,194.5,14.0 PCS,2236.64,"",389.0,""
LUVLAP DIAPER M20 OFFER PACK M 20,,8904320047221,147.4,179.5,15.0 PCS,2211.0,"",359.0,""
LUVLAP DIAPER S20 OFFER PACK 20 PANTS,,8904320047214,130.96,159.5,16.0 PCS,2095.36,"",319.0,""
LUVLAP DIAPER XL20 OFFER PACK XL 20,,8904320047245,172.15,209.5,13.0 PCS,2237.95,"",419.0,""
LUVLAP MOISTURISING WIPES 72 WIPES,,8904320017927,67.4,90.0,-4.0 PCS,-269.6,"",115.0,""
LUVLAP MOISTURISING WIPES 72 WIPES,,8904320003791,57.63,80.0,-3.0 PCS,-172.89,"",99.0,""
LUX B.W FRESH ALOVEERA 245 GM,,8901030819063,71.37,99.0,10.0 PCS,842.17,"",109.0,""
LUX B.W SANDALWOOD 245 ML,,8901030682261,83.97,99.0,0.0 PCS,0.0,"",109.0,""
LUX BODY WASH 245 ML,,8901030819414,64.83,89.0,8.0 PCS,612.0,"",99.0,""
LUX BODY WASH GEL 245 ML,,8901030819407,64.83,89.0,11.0 PCS,841.49,"",99.0,""
LUX BODYWASH FRAGNANT SKIN 50 ML,,8901030977084,0.0,20.0,11.0 PCS,0.0,"",25.0,""
LUX CREAMY PERFECTION 75 GM,,8901030886102,33.51,39.0,0.0 PCS,0.0,"",40.0,""
LUX FRESH GLOW 100 GM,,8901030970191,36.1,44.0,0.0 PCS,0.0,"",46.0,""
LUX FRESH GLOW 41 GM,,8901030970184,7.6,10.0,213.0 PCS,1618.8,"",10.0,""
LUX INTERNATIONAL 130 GM,,8909106059993,70.55,78.0,1.0 PCS,70.55,"",80.0,""
LUX INTERNATIONAL 80 GM,,8909106059986,33.51,37.0,33.0 PCS,1161.12,"",38.0,""
LUX INTERNATIONAL SOAP 125 GM,,8901030886119,65.12,82.0,0.0 PCS,0.0,"",83.0,""
LUX RADIANT GLOW 400 GM,,8901030682001,88.18,90.0,17.0 PCS,1499.06,"",100.0,""
LUX RADIANT GLOW 400 GM,,"",74.55,90.0,12.0 PCS,894.6,"",95.0,""
LUX RADIANT GLOW 400 GM,,8909106067608,74.55,90.0,0.0 PCS,0.0,"",95.0,""
LUX RADIANT GLOW 43 GM,,8909106068087,8.66,10.0,256.0 PCS,2327.81,"",10.0,""
LUX RADIANT GLOW 75G 75 GM,,8909106044128,15.69,20.0,0.0 PCS,0.0,"",20.0,""
LUX RADIANT GLOW ROSE 450 GM,,8909106022652,157.85,170.0,7.0 PCS,1104.95,"",179.0,""
LUX ULTIMATE GLOW PLUS 100 GM,,8909106003385,86.31,109.0,0.0 PCS,0.0,"",110.0,""
LUX VITAMIN 3 IN 1 RED,,8909106068117,88.18,95.0,63.0 PCS,5555.34,"",100.0,""
LUX VITAMIN 3IN 1,,8909106068124,92.59,95.0,62.0 PCS,5740.58,"",100.0,""
M.E MINERAL BASED SUNSCREEN 100 ML,,8906087770121,195.11,219.0,2.0 PCS,390.22,"",299.0,""
MAA MONOSHA BORI 100 GM,,"",15.0,20.0,1.0 PCS,15.0,"",50.0,""
MAA MONOSHA LADDU,,"",60.0,70.0,0.0 PCS,0.0,"",100.0,""
MAAZA 1.2 LTR,,8901764092305,65.0,70.0,13.0 PCS,845.0,"",70.0,""
MAAZA 120ML,,8901764175015,8.0,10.0,55.0 PCS,440.0,"",10.0,""
MAAZA 600 ML,,8901764092206,32.08,40.0,6.0 PCS,192.48,"",40.0,""
MACARONI PASTA 160 GM,,8901808006732,17.0,19.0,19.0 PCS,323.0,"",20.0,""
MACHAR JHOL MASALA 50G 50 GM,,8901781000628,38.86,45.0,-3.0 PCS,-116.58,"",51.0,""
MACRONI V PURE 145 GM,,8908009475206,17.0,19.0,1.0 PCS,17.0,"",20.0,""
MAD ANGEL PERI PERI 60 GM,,8901725013684,12.75,19.0,-1.0 PCS,-12.75,"",20.0,""
MAGGI SPICY GARLIC 62 GM,,8901058002270,21.84,24.0,-10.0 PCS,-218.4,"",25.0,""
MAGGIE 280 GM,,8901058017670,50.68,55.0,99.0 PCS,5268.19,"",58.0,""
MAGGIE 2MIN 280 GM,,8901058010749,50.68,55.0,60.0 PCS,3192.84,"",58.0,""
MAGGIE 2MIN 560 GM,,8901058023763,101.35,115.0,33.0 PCS,3344.55,"",116.0,""
MAGGIE 2MIN CHICKEN NOODLES 71 GM,,8901058008234,16.38,20.0,2.0 PCS,32.76,"",20.0,""
MAGGIE 2MIN NOODLES MASALA 48 GM,,8901058014235,8.74,10.0,797.0 PCS,7314.07,"",10.0,""
MAGGIE ATTA NOODLES 290 GM,,8901058029093,93.51,98.0,-4.0 PCS,-374.04,"",99.0,""
MAGGIE BIG 560 GM,,8901058023800,101.35,110.92,-3.0 PCS,-304.05,"",116.0,""
MAGGIE CHICKEN NOODLES 284 GM,,8901058006124,69.26,78.0,0.0 PCS,0.0,"",80.0,""
MAGGIE CHICKEN NOODLES 47 GM,,8901058025378,8.74,10.0,607.0 PCS,5570.44,"",10.0,""
MAGGIE CUPPA CHILI NDLS 70 GM,,8901058006032,45.02,49.0,32.0 PCS,1440.64,"",52.0,""
MAGGIE CUPPA MASALA NDLS 70.5 GM,,8901058006025,45.02,49.0,-2.0 PCS,-90.04,"",52.0,""
MAGGIE H&S SAUCE 1 KG,,8901058013665,155.53,169.0,0.0 PCS,0.0,"",178.0,""
MAGGIE H&S SAUCE 200 GM,,89080443,65.53,74.0,4.0 PCS,262.12,"",75.0,""
MAGGIE H&S SAUCE 500 GM,,8901058013658,106.6,120.0,9.0 PCS,959.4,"",122.0,""
MAGGIE H&S TOMATO CHILLI 75 GM,,8901058004908,19.22,22.0,18.0 PCS,345.96,"",22.0,""
MAGGIE MASALA 6 GM,,"",4.37,5.0,9.0 PCS,39.33,"",5.0,""
MAGGIE MASALA 6 GM,,89080795,4.37,5.0,116.0 PCS,506.92,"",5.0,""
MAGGIE MASALA AE MAGIC 120 GM,,8901058025392,87.37,98.0,0.0 PCS,0.0,"",100.0,""
MAGGIE MEGA SAVER 420 GM,,8901058017793,76.02,82.0,4.0 PCS,319.28,"",87.0,""
MAGGIE PAZZTA C TOMATO 68.5 GM,,8901058014846,26.0,30.0,0.0 PCS,0.0,"",30.0,""
MAGGIE PAZZTA CHEESE MACARONI 75 GM,,8901058014839,30.58,30.0,66.0 PCS,2018.28,"",35.0,""
MAGGIE PAZZTA CHEESE MACARONI 75 GM,,8901058003000,28.67,30.0,-9.0 PCS,-258.03,"",35.0,""
MAGGIE PAZZTA CHY TOMATO 68.5 GM,,8901058003079,27.96,30.0,2.0 PCS,55.92,"",32.0,""
MAGGIE PAZZTA MASALA PENNE 69.5 GM,,8901058003017,30.58,32.0,2.0 PCS,61.16,"",35.0,""
MAGGIE RICH TOMATO KETCHUP 190 GM,,89080658,61.16,69.0,0.0 PCS,0.0,"",70.0,""
MAGGIE RICH TOMATO KETCHUP 480 GM,,8901058016178,94.36,104.0,10.0 PCS,943.6,"",108.0,""
MAGGIE RICH TOMATO KETCHUP 960 GM,,8901058020366,138.93,155.0,2.0 PCS,277.86,"",159.0,""
MAGGIE SPC MASALA PACK 70 GM,,8901058005783,16.38,20.0,0.0 PCS,0.0,"",20.0,""
MAGGIE SPICY CHEESY 76 GM,,8901058005653,21.84,25.0,-19.0 PCS,-414.96,"",25.0,""
MAGGIE SPICY MANCHURIAN,,8901058002676,80.38,90.0,23.0 PCS,1941.18,"",92.0,""
MAGGIE SPICY MANCHURIAN 61 GM,,8901058002294,21.84,24.0,1.0 PCS,21.84,"",25.0,""
MAGGIE SPICY PAPER BBQ 248 GM,,8901058010602,87.37,98.0,5.0 PCS,436.85,"",100.0,""
MAGGIE SPICY PEPPER 62 GM,,8901058010534,20.48,24.0,4.0 PCS,81.92,"",25.0,""
MAGGIE TOM PICHKOO 75 GM,,8901058016222,13.11,15.0,-47.0 PCS,-616.17,"",15.0,""
MAGGIE TOM PICHKOO 75 GM,,"",13.11,15.0,162.0 PCS,2230.01,"",15.0,""
MAGGIE TOM PICHKOO 75 GM,,89010580186778901058004908,12.29,15.0,0.0 PCS,0.0,"",15.0,""
MAGGIE VEG ATA NOODLES 51 GM,,8901058009712,17.32,20.0,54.0 PCS,935.28,"",20.0,""
MAGGIE VEG ATTA 290 GM,,8901058022872,93.51,105.0,72.0 PCS,7069.36,"",108.0,""
MAGGIE VEG ATTA NOODLES 290 GM,,8901058011128,89.37,105.0,4.0 PCS,357.48,"",108.0,""
MAGIC CHOCOLATE 34 GM,,"",3.8,5.0,0.0 PCS,0.0,"",5.0,""
MAGIC CHOCOLATE 34 GM,,"",3.85,5.0,20.0 PCS,77.0,"",5.0,""
MAGIC COOK ATTA 1 KG,,8906039390032,43.81,50.0,16.0 PCS,700.96,"",61.0,""
MAGIC COOK ATTA 5 KG,,"",211.9,240.0,11.0 PCS,2330.9,"",275.0,""
MAGIC COOK POHA 500 GM,,"",37.14,60.0,20.0 PCS,742.8,"",70.0,""
MAGIC COOK SUJI 200 GM,,8906039390209,12.57,19.0,9.0 PCS,113.13,"",27.0,""
MAGIC COOK SUJI 500 GM,,8906039390070,26.67,40.0,23.0 PCS,613.41,"",60.0,""
MAGIC ELACHI 34 GM,,"",3.85,5.0,88.0 PCS,338.8,"",5.0,""
MAGIC ELAICHI 34 GM,,"",3.8,5.0,0.0 PCS,0.0,"",5.0,""
